Name,Album,Artist,Album_Artist,Genre,Year,Date_Added,Group,Play_Count,Location,All_Artists,Comments,Composer
Anywhere But Home,Anywhere But Home [Single],Breathe Carolina & APEK,Breathe Carolina & APEK,Progressive House,2015,2016-01-01 18:31:17,ARMADA ZOUK (EX. ZOUK REC.),27,iTunes Media/Music/Breathe Carolina & APEK/Anywhere But Home [Single]/Anywhere But Home.mp3,"APEK, Breathe Carolina",,
Hero (Satellite) [Original Mix],Hero (Satellite) [Single],Breathe Carolina VS Y&V,Breathe Carolina VS Y&V,Progressive House,2015,2016-01-01 18:31:17,OXYGEN,31,iTunes Media/Music/Breathe Carolina VS Y&V/Hero (Satellite) [Single]/Hero (Satellite) [Original Mix].mp3,"Breathe Carolina, Y&V",,
Grenade,Doo-Wops & Hooligans,Bruno Mars,Bruno Mars,Pop,2010,2016-01-01 18:31:17,,18,iTunes Media/Music/Bruno Mars/Doo-Wops & Hooligans/01 Grenade.mp3,Bruno Mars,,
Just The Way You Are,Doo-Wops & Hooligans,Bruno Mars,Bruno Mars,Pop,2010,2016-01-01 18:31:17,,15,iTunes Media/Music/Bruno Mars/Doo-Wops & Hooligans/02 Just The Way You Are.mp3,Bruno Mars,,
Our First Time,Doo-Wops & Hooligans,Bruno Mars,Bruno Mars,R&B,2010,2016-01-01 18:31:17,,29,iTunes Media/Music/Bruno Mars/Doo-Wops & Hooligans/03 Our First Time.mp3,Bruno Mars,,
Runaway Baby,Doo-Wops & Hooligans,Bruno Mars,Bruno Mars,Pop,2010,2016-01-01 18:31:17,,21,iTunes Media/Music/Bruno Mars/Doo-Wops & Hooligans/04 Runaway Baby.mp3,Bruno Mars,,
The Lazy Song,Doo-Wops & Hooligans,Bruno Mars,Bruno Mars,Pop,2010,2016-01-01 18:31:17,,15,iTunes Media/Music/Bruno Mars/Doo-Wops & Hooligans/05 The Lazy Song.mp3,Bruno Mars,,
Marry You,Doo-Wops & Hooligans,Bruno Mars,Bruno Mars,Pop,2010,2016-01-01 18:31:17,,11,iTunes Media/Music/Bruno Mars/Doo-Wops & Hooligans/06 Marry You.mp3,Bruno Mars,,
Talking To The Moon,Doo-Wops & Hooligans,Bruno Mars,Bruno Mars,R&B,2010,2016-01-01 18:31:17,,5,iTunes Media/Music/Bruno Mars/Doo-Wops & Hooligans/07 Talking To The Moon.mp3,Bruno Mars,,
Liquor Store Blues,Doo-Wops & Hooligans,Bruno Mars (feat. Damian Marley),Bruno Mars,Reggae,2010,2016-01-01 18:31:17,,8,iTunes Media/Music/Bruno Mars/Doo-Wops & Hooligans/08 Liquor Store Blues.mp3,"Bruno Mars, Damian Marley",,
Count On Me,Doo-Wops & Hooligans,Bruno Mars,Bruno Mars,Pop,2010,2016-01-01 18:31:17,,21,iTunes Media/Music/Bruno Mars/Doo-Wops & Hooligans/09 Count On Me.mp3,Bruno Mars,,
The Other Side,Doo-Wops & Hooligans,Bruno Mars (feat. CeeLo Green & B.o.B),Bruno Mars,Pop,2010,2016-01-01 18:31:17,,8,iTunes Media/Music/Bruno Mars/Doo-Wops & Hooligans/10 The Other Side.mp3,"B.o.B, Bruno Mars, CeeLo Green",,
Somewhere In Brooklyn,Doo-Wops & Hooligans,Bruno Mars,Bruno Mars,Pop,2010,2016-01-01 18:31:17,,12,iTunes Media/Music/Bruno Mars/Doo-Wops & Hooligans/11 Somewhere In Brooklyn.mp3,Bruno Mars,,
Young Girls,Unorthodox Jukebox,Bruno Mars,Bruno Mars,Pop,2012,2016-01-01 18:31:17,,16,iTunes Media/Music/Bruno Mars/Unorthodox Jukebox/01 Young Girls.m4a,Bruno Mars,,
Locked Out Of Heaven,Unorthodox Jukebox,Bruno Mars,Bruno Mars,Pop,2012,2016-01-01 18:31:18,,22,iTunes Media/Music/Bruno Mars/Unorthodox Jukebox/02 Locked Out Of Heaven.m4a,Bruno Mars,,
Gorilla,Unorthodox Jukebox,Bruno Mars,Bruno Mars,Pop,2012,2016-01-01 18:31:18,,31,iTunes Media/Music/Bruno Mars/Unorthodox Jukebox/03 Gorilla.m4a,Bruno Mars,,
Treasure,Unorthodox Jukebox,Bruno Mars,Bruno Mars,Funk,2012,2016-01-01 18:31:18,,22,iTunes Media/Music/Bruno Mars/Unorthodox Jukebox/04 Treasure.m4a,Bruno Mars,,
Moonshine,Unorthodox Jukebox,Bruno Mars,Bruno Mars,Pop,2012,2016-01-01 18:31:18,,24,iTunes Media/Music/Bruno Mars/Unorthodox Jukebox/05 Moonshine.m4a,Bruno Mars,,
When I Was Your Man,Unorthodox Jukebox,Bruno Mars,Bruno Mars,Pop,2012,2016-01-01 18:31:18,,24,iTunes Media/Music/Bruno Mars/Unorthodox Jukebox/06 When I Was Your Man.m4a,Bruno Mars,,
Natalie,Unorthodox Jukebox,Bruno Mars,Bruno Mars,Pop,2012,2016-01-01 18:31:18,,26,iTunes Media/Music/Bruno Mars/Unorthodox Jukebox/07 Natalie.m4a,Bruno Mars,,
Show Me,Unorthodox Jukebox,Bruno Mars,Bruno Mars,Reggae,2012,2016-01-01 18:31:18,,29,iTunes Media/Music/Bruno Mars/Unorthodox Jukebox/08 Show Me.m4a,Bruno Mars,,
Money Make Her Smile,Unorthodox Jukebox,Bruno Mars,Bruno Mars,Pop,2012,2016-01-01 18:31:18,,15,iTunes Media/Music/Bruno Mars/Unorthodox Jukebox/09 Money Make Her Smile.m4a,Bruno Mars,,
If I Knew,Unorthodox Jukebox,Bruno Mars,Bruno Mars,Blues,2012,2016-01-01 18:31:18,,14,iTunes Media/Music/Bruno Mars/Unorthodox Jukebox/10 If I Knew.m4a,Bruno Mars,,
When I'm Around U [Original Mix],When I'm Around U [Single],BURNS,BURNS,Big Room,2015,2016-01-01 18:31:18,SPINNIN',22,iTunes Media/Music/BURNS/When I'm Around U [Single]/When I'm Around U [Original Mix].mp3,BURNS,,
Golden Hearts [Dannic Edit],Golden Hearts [Remix],BYNON & Domeno (feat. Alice Berg),BYNON & Domeno,Progressive House,2015,2016-01-01 18:31:18,REVEALED,13,iTunes Media/Music/BYNON & Domeno/Golden Hearts [Remix]/Golden Hearts [Dannic Edit].mp3,"Alice Berg, BYNON, Dannic, Domeno",,
The Cell,Tetr4,C2C,C2C,Trip Hop,2012,2016-01-01 18:31:18,,14,iTunes Media/Music/C2C/Tetr4/01 The Cell.mp3,C2C,,
Down The Road,Tetr4,C2C,C2C,Trip Hop,2012,2016-01-01 18:31:18,,9,iTunes Media/Music/C2C/Tetr4/02 Down The Road.mp3,C2C,,
Kings Season,Tetr4,C2C,C2C,Trip Hop,2012,2016-01-01 18:31:18,,12,iTunes Media/Music/C2C/Tetr4/03 Kings Season.mp3,C2C,,
Because Of You,Tetr4,C2C,C2C,Trip Hop,2012,2016-01-01 18:31:18,,13,iTunes Media/Music/C2C/Tetr4/04 Because Of You.mp3,C2C,,
Delta,Tetr4,C2C,C2C,Trip Hop,2012,2016-01-01 18:31:18,,14,iTunes Media/Music/C2C/Tetr4/05 Delta.mp3,C2C,,
Who Are You,Tetr4,C2C,C2C,Trip Hop,2012,2016-01-01 18:31:18,,4,iTunes Media/Music/C2C/Tetr4/06 Who Are You.mp3,C2C,,
Happy,Tetr4,C2C,C2C,Trip Hop,2012,2016-01-01 18:31:18,,27,iTunes Media/Music/C2C/Tetr4/07 Happy.mp3,C2C,,
Give Up The Ghost,Tetr4,C2C,C2C,Trip Hop,2012,2016-01-01 18:31:18,,3,iTunes Media/Music/C2C/Tetr4/08 Give Up The Ghost.mp3,C2C,,
The Beat,Tetr4,C2C,C2C,Trip Hop,2012,2016-01-01 18:31:18,,8,iTunes Media/Music/C2C/Tetr4/09 The Beat.mp3,C2C,,
Genius,Tetr4,C2C,C2C,Trip Hop,2012,2016-01-01 18:31:18,,7,iTunes Media/Music/C2C/Tetr4/10 Genius.mp3,C2C,,
Together,Tetr4,C2C,C2C,Trip Hop,2012,2016-01-01 18:31:18,,12,iTunes Media/Music/C2C/Tetr4/11 Together.mp3,C2C,,
Arcades,Tetr4,C2C,C2C,Trip Hop,2012,2016-01-01 18:31:18,,10,iTunes Media/Music/C2C/Tetr4/12 Arcades.mp3,C2C,,
Le Banquet,Tetr4,C2C,C2C,Trip Hop,2012,2016-01-01 18:31:18,,19,iTunes Media/Music/C2C/Tetr4/13 Le Banquet.mp3,C2C,,
F.U.Y.A.,Tetr4,C2C,C2C,Trip Hop,2012,2016-01-01 18:31:18,,27,iTunes Media/Music/C2C/Tetr4/14 F.U.Y.A..mp3,C2C,,
En Apesanteur,Calogero,Calogero,Calogero,Pop Françaises / Variété,2002,2016-01-01 18:31:23,,9,iTunes Media/Music/Calogero/Calogero/01 En Apesanteur.mp3,Calogero,,
Aussi Libre Que Moi,Calogero,Calogero,Calogero,Pop Françaises / Variété,2002,2016-01-01 18:31:24,,35,iTunes Media/Music/Calogero/Calogero/02 Aussi Libre Que Moi.mp3,Calogero,,
Tien An Men,Calogero,Calogero,Calogero,Pop Françaises / Variété,2002,2016-01-01 18:31:24,,27,iTunes Media/Music/Calogero/Calogero/03 Tien An Men.mp3,Calogero,,
Prouver L'Amour,Calogero,Calogero,Calogero,Pop Françaises / Variété,2002,2016-01-01 18:31:25,,10,iTunes Media/Music/Calogero/Calogero/04 Prouver L'Amour.mp3,Calogero,,
Prendre Racine,Calogero,Calogero,Calogero,Pop Françaises / Variété,2002,2016-01-01 18:31:25,,28,iTunes Media/Music/Calogero/Calogero/05 Prendre Racine.mp3,Calogero,,
À La Gueule Des Noyés,Calogero,Calogero,Calogero,Pop Françaises / Variété,2002,2016-01-01 18:31:25,,19,iTunes Media/Music/Calogero/Calogero/06 À La Gueule Des Noyés.mp3,Calogero,,
Une Dernière Chance,Calogero,Calogero,Calogero,Pop Françaises / Variété,2002,2016-01-01 18:31:26,,12,iTunes Media/Music/Calogero/Calogero/07 Une Dernière Chance.mp3,Calogero,,
Juste Un Peu de Silence,Calogero,Calogero,Calogero,Pop Françaises / Variété,2002,2016-01-01 18:31:26,,17,iTunes Media/Music/Calogero/Calogero/08 Juste Un Peu de Silence.mp3,Calogero,,
Je Vis Où Tu M'as Laissé,Calogero,Calogero,Calogero,Pop Françaises / Variété,2002,2016-01-01 18:31:27,,26,iTunes Media/Music/Calogero/Calogero/09 Je Vis Où Tu M'as Laissé.mp3,Calogero,,
Partir Ou Rester,Calogero,Calogero,Calogero,Pop Françaises / Variété,2002,2016-01-01 18:31:27,,17,iTunes Media/Music/Calogero/Calogero/10 Partir Ou Rester.mp3,Calogero,,
Le Plus Beau Jour / L'Européen,Calogero,Calogero,Calogero,Pop Françaises / Variété,2002,2016-01-01 18:31:27,,11,iTunes Media/Music/Calogero/Calogero/11 Le Plus Beau Jour _ L'Européen.mp3,Calogero,,
La Fin De La Fin Du Monde,L'Embellie,Calogero,Calogero,Pop Françaises / Variété,2009,2016-01-01 18:31:28,,23,iTunes Media/Music/Calogero/L'Embellie/01 La Fin De La Fin Du Monde.mp3,Calogero,,
C'est Dit,L'Embellie,Calogero,Calogero,Pop Françaises / Variété,2009,2016-01-01 18:31:28,,15,iTunes Media/Music/Calogero/L'Embellie/02 C'est Dit.mp3,Calogero,,
L'Ombre Et La Lumière,L'Embellie,Calogero (feat. Grand Corp Malade),Calogero,Pop Françaises / Variété,2009,2016-01-01 18:31:29,,3,iTunes Media/Music/Calogero/L'Embellie/03 L'Ombre Et La Lumière.mp3,"Calogero, Grand Corp Malade",,
Je Me Suis Trompé,L'Embellie,Calogero,Calogero,Pop Françaises / Variété,2009,2016-01-01 18:31:29,,18,iTunes Media/Music/Calogero/L'Embellie/04 Je Me Suis Trompé.mp3,Calogero,,
La Bourgeoisie Des Sensations,L'Embellie,Calogero,Calogero,Pop Françaises / Variété,2009,2016-01-01 18:31:29,,10,iTunes Media/Music/Calogero/L'Embellie/05 La Bourgeoisie Des Sensations.mp3,Calogero,,
J'attends,L'Embellie,Calogero,Calogero,Pop Françaises / Variété,2009,2016-01-01 18:31:29,,11,iTunes Media/Music/Calogero/L'Embellie/06 J'attends.mp3,Calogero,,
Passage Des Cyclones,L'Embellie,Calogero,Calogero,Pop Françaises / Variété,2009,2016-01-01 18:31:29,,10,iTunes Media/Music/Calogero/L'Embellie/07 Passage Des Cyclones.mp3,Calogero,,
Nathan,L'Embellie,Calogero,Calogero,Pop Françaises / Variété,2009,2016-01-01 18:31:29,,16,iTunes Media/Music/Calogero/L'Embellie/08 Nathan.mp3,Calogero,,
Tu Es Fait Pour Voler,L'Embellie,Calogero,Calogero,Pop Françaises / Variété,2009,2016-01-01 18:31:30,,23,iTunes Media/Music/Calogero/L'Embellie/09 Tu Es Fait Pour Voler.mp3,Calogero,,
Tu N'as Qu'a M'attraper,L'Embellie,Calogero,Calogero,Pop Françaises / Variété,2009,2016-01-01 18:31:30,,23,iTunes Media/Music/Calogero/L'Embellie/10 Tu N'as Qu'a M'attraper.mp3,Calogero,,
Il Conte,L'Embellie,Calogero,Calogero,Pop Françaises / Variété,2009,2016-01-01 18:31:31,,15,iTunes Media/Music/Calogero/L'Embellie/11 Il Conte.mp3,Calogero,,
L'Embellie,L'Embellie,Calogero,Calogero,Pop Françaises / Variété,2009,2016-01-01 18:31:31,,21,iTunes Media/Music/Calogero/L'Embellie/12 L'Embellie.mp3,Calogero,,
Pomme C,Pomme C,Calogero,Calogero,Pop Françaises / Variété,2007,2016-01-01 18:31:31,,22,iTunes Media/Music/Calogero/Pomme C/01 Pomme C.mp3,Calogero,,
Le Saut De L'Ange,Pomme C,Calogero,Calogero,Pop Françaises / Variété,2007,2016-01-01 18:31:31,,10,iTunes Media/Music/Calogero/Pomme C/02 Le Saut De L'Ange.mp3,Calogero,,
Game Over,Pomme C,Calogero,Calogero,Pop Françaises / Variété,2007,2016-01-01 18:31:31,,12,iTunes Media/Music/Calogero/Pomme C/03 Game Over.mp3,Calogero,,
Suis-Je Assez Clair,Pomme C,Calogero,Calogero,Pop Françaises / Variété,2007,2016-01-01 18:31:31,,4,iTunes Media/Music/Calogero/Pomme C/04 Suis-Je Assez Clair.mp3,Calogero,,
Drôle D'animal,Pomme C,Calogero,Calogero,Pop Françaises / Variété,2007,2016-01-01 18:31:31,,5,iTunes Media/Music/Calogero/Pomme C/05 Drôle D'animal.mp3,Calogero,,
Me Dit-Elle,Pomme C,Calogero,Calogero,Pop Françaises / Variété,2007,2016-01-01 18:31:31,,0,iTunes Media/Music/Calogero/Pomme C/06 Me Dit-Elle.mp3,Calogero,,
Sans L'Amour,Pomme C,Calogero,Calogero,Pop Françaises / Variété,2007,2016-01-01 18:31:31,,0,iTunes Media/Music/Calogero/Pomme C/07 Sans L'Amour.mp3,Calogero,,
Danser Encore,Pomme C,Calogero,Calogero,Pop Françaises / Variété,2007,2016-01-01 18:31:31,,0,iTunes Media/Music/Calogero/Pomme C/08 Danser Encore.mp3,Calogero,,
Mélodies En Sous-Sol,Pomme C,Calogero,Calogero,Pop Françaises / Variété,2007,2016-01-01 18:31:31,,0,iTunes Media/Music/Calogero/Pomme C/09 Mélodies En Sous-Sol.mp3,Calogero,,
Je Sais,Pomme C,Calogero,Calogero,Pop Françaises / Variété,2007,2016-01-01 18:31:31,,1,iTunes Media/Music/Calogero/Pomme C/10 Je Sais.mp3,Calogero,,
Hypocondriaque / 6 Milliards De Personnes,Pomme C,Calogero,Calogero,Pop Françaises / Variété,2007,2016-01-01 18:31:31,,9,iTunes Media/Music/Calogero/Pomme C/11 Hypocondriaque _ 6 Milliards De P.mp3,Calogero,,
Blame,Blame [Single],Calvin Harris (feat. John Newman),Calvin Harris,Progressive House,2014,2016-01-01 18:31:31,?,28,iTunes Media/Music/Calvin Harris/Blame [Single]/Blame.mp3,"Calvin Harris, John Newman",,
I Need Your Love,I Need Your Love [Single],Calvin Harris (feat. Ellie Goulding),Calvin Harris,Progressive House,2013,2016-01-01 18:31:31,?,26,iTunes Media/Music/Calvin Harris/I Need Your Love [Single]/I Need Your Love.mp3,"Calvin Harris, Ellie Goulding",,
Outside,Outside [Single],Calvin Harris (feat. Ellie Goulding),Calvin Harris,Progressive House,2014,2016-01-01 18:31:31,?,12,iTunes Media/Music/Calvin Harris/Outside [Single]/Outside.mp3,"Calvin Harris, Ellie Goulding",,
Summer,Summer [Single],Calvin Harris,Calvin Harris,Progressive House,2014,2016-01-01 18:31:31,?,9,iTunes Media/Music/Calvin Harris/Summer [Single]/Summer.mp3,Calvin Harris,,
Under Control,Under Control [Single],Calvin Harris & Alesso (feat. Hurts),Calvin Harris,Progressive House,2013,2016-01-01 18:31:31,?,27,iTunes Media/Music/Calvin Harris/Under Control [Single]/Under Control.mp3,"Alesso, Calvin Harris, Hurts",,
Burnin' [Original Mix],Burnin' [Single],Calvin Harris & R3HAB,Calvin Harris & R3HAB,Melbourne Bounce,2014,2016-01-01 18:31:31,FLY EYE,22,iTunes Media/Music/Calvin Harris & R3HAB/Burnin' [Single]/Burnin' [Original Mix].mp3,"Calvin Harris, R3HAB",,
Safe And Sound,Safe And Sound [Single],Capital Cities,Capital Cities,Pop / Rock,2013,2016-01-01 18:31:31,?,27,iTunes Media/Music/Capital Cities/Safe And Sound [Single]/Safe And Sound.mp3,Capital Cities,,
Fugitive,Fugitive [Single],Case & Point,Case & Point,Electro House,2015,2016-01-01 18:31:31,MONSTERCAT,36,iTunes Media/Music/Case & Point/Fugitive [Single]/Fugitive.mp3,Case & Point,,
Bloqué,Bloqué [Single],Casseurs Flowters,Casseurs Flowters,Rap Français,2013,2016-01-01 18:31:31,?,20,iTunes Media/Music/Casseurs Flowters/Bloqué [Single]/Bloqué.mp3,"Casseurs Flowters, OrelSan, Gringe",,
Sirens Call,Sirens Call [Single],Cats On Trees,Cats On Trees,Pop / Rock,2013,2016-01-01 18:31:31,?,2,iTunes Media/Music/Cats On Trees/Sirens Call [Single]/Sirens Call.mp3,Cats On Trees,,
Escapism,Escapism [EP],Chime,Chime,Glitch Hop / MidTempo,2015,2016-01-01 18:31:31,DAILY EARFOOD,11,iTunes Media/Music/Chime/Escapism [EP]/Escapism.mp3,Chime,,
Don't Wake Me Up,Don't Wake Me Up [Single],Chris Brown,Chris Brown,Progressive House,2011,2016-01-01 18:31:31,,18,iTunes Media/Music/Chris Brown/Don't Wake Me Up [Single]/Don't Wake Me Up.mp3,Chris Brown,,
Turn Up The Music,Turn Up The Music [Single],Chris Brown,Chris Brown,Pop,2011,2016-01-01 18:31:32,,18,iTunes Media/Music/Chris Brown/Turn Up The Music [Single]/Turn Up The Music.mp3,Chris Brown,,
DAMN [Original Mix],DAMN [Single],Chuckie & Albert Neve,Chuckie & Albert Neve,Big Room,2015,2016-01-01 18:31:32,SMASH THE HOUSE,21,iTunes Media/Music/Chuckie & Albert Neve/DAMN [Single]/DAMN [Original Mix].mp3,"Albert Neve, Chuckie",,
Moonlight,Moonlight [Single],Clarx,Clarx,Progressive House,2014,2016-01-01 18:31:32,?,23,iTunes Media/Music/Clarx/Moonlight [Single]/Moonlight.mp3,Clarx,,
Rather Be,Rather Be [Single],Clean Bandit (feat. Jess Glynne),Clean Bandit,Pop,2014,2016-01-01 18:31:33,?,27,iTunes Media/Music/Clean Bandit/Rather Be [Single]/Rather Be.mp3,"Clean Bandit, Jess Glynne",,
You Make Me Feel...,You Make Me Feel... [Single],Cobra Starship (feat. Sabi),Cobra Starship,Electro Pop,2011,2016-01-01 18:31:33,,24,iTunes Media/Music/Cobra Starship/You Make Me Feel... [Single]/You Make Me Feel....mp3,"Cobra Starship, Sabi",,
A Sky Full Of Stars,A Sky Full Of Stars,Coldplay (w/ Avicii),Coldplay,Progressive House,2014,2016-01-01 18:31:33,?,23,iTunes Media/Music/Coldplay/A Sky Full Of Stars/01 A Sky Full Of Stars.mp3,"Avicii, Coldplay",,
A Sky Full Of Stars [Hardwell Remix],A Sky Full Of Stars,Coldplay (w/ Avicii),Coldplay,Progressive House,2014,2016-01-01 18:31:33,?,17,iTunes Media/Music/Coldplay/A Sky Full Of Stars/02 A Sky Full Of Stars [Hardwell Rem.mp3,"Avicii, Coldplay, Hardwell",,
Clocks,Clocks [Single],Coldplay,Coldplay,Pop,2003,2016-01-01 18:31:33,,29,iTunes Media/Music/Coldplay/Clocks [Single]/Clocks.mp3,Coldplay,,
Paradise,Paradise [Single],Coldplay,Coldplay,Pop / Rock,2011,2016-01-01 18:31:33,,12,iTunes Media/Music/Coldplay/Paradise [Single]/Paradise.mp3,Coldplay,,
Viva La Vida,Viva la Vida [Single],Coldplay,Coldplay,Pop,2008,2016-01-01 18:31:33,,8,iTunes Media/Music/Coldplay/Viva la Vida [Single]/Viva La Vida.m4a,Coldplay,,
24-7,Final Destination,coldrain,coldrain,Metal,2009,2016-01-01 18:31:33,,3,iTunes Media/Music/coldrain/Final Destination/24-7.mp3,coldrain,,
ALONES,Anime Music Compilation,Aqua Timez,Various Artist,J-Rock,2007,2016-01-01 18:31:34,,17,iTunes Media/Music/Compilations/Anime Music Compilation/1-01 ALONES.mp3,Aqua Timez,,
After Dark,Anime Music Compilation,Asian Kung-Fu Generation,Various Artist,J-Rock,2008,2016-01-01 18:31:34,,25,iTunes Media/Music/Compilations/Anime Music Compilation/1-02 After Dark.mp3,Asian Kung-Fu Generation,,
Ranbu No Melody,Anime Music Compilation,SID,Various Artist,J-Rock,2010,2016-01-01 18:31:34,,37,iTunes Media/Music/Compilations/Anime Music Compilation/1-03 Ranbu No Melody.mp3,SID,,
V.I.P,Anime Music Compilation,SID,Various Artist,J-Rock,2012,2016-01-01 18:31:34,,22,iTunes Media/Music/Compilations/Anime Music Compilation/2-01 V.I.P.mp3,SID,,
HIKARI,Anime Music Compilation,ViViD,Various Artist,J-Rock,2014,2016-01-01 18:31:34,?,14,iTunes Media/Music/Compilations/Anime Music Compilation/2-02 HIKARI.mp3,ViViD,,
The Bravery,Anime Music Compilation,supercell,Various Artist,J-Rock,2012,2016-01-01 18:31:34,,20,iTunes Media/Music/Compilations/Anime Music Compilation/2-03 The Bravery.mp3,supercell,,
Guren No Yumiya,Anime Music Compilation,Linked Horizon,Various Artist,J-Rock,2013,2016-01-01 18:31:34,?,27,iTunes Media/Music/Compilations/Anime Music Compilation/3-01 Guren No Yumiya.mp3,Linked Horizon,,
Jiyuu No Tsubasa,Anime Music Compilation,Linked Horizon,Various Artist,J-Rock,2014,2016-01-01 18:31:34,?,14,iTunes Media/Music/Compilations/Anime Music Compilation/3-02 Jiyuu No Tsubasa.mp3,Linked Horizon,,
Great Escape,Anime Music Compilation,Cinema Staff,Various Artist,J-Rock,2014,2016-01-01 18:31:34,?,37,iTunes Media/Music/Compilations/Anime Music Compilation/3-03 Great Escape.mp3,Cinema Staff,,
We Are,Anime Music Compilation,Kitadani Hiroshi,Various Artist,J-Pop,1999,2016-01-01 18:31:34,,11,iTunes Media/Music/Compilations/Anime Music Compilation/5-01 We Are.mp3,Kitadani Hiroshi,,
One Day,Anime Music Compilation,The Rootless,Various Artist,J-Rock,2010,2016-01-01 18:31:35,,17,iTunes Media/Music/Compilations/Anime Music Compilation/5-02 One Day.mp3,The Rootless,,
the WORLD,Anime Music Compilation,NIGHTMARE,Various Artist,J-Rock,2006,2016-01-01 18:31:35,,24,iTunes Media/Music/Compilations/Anime Music Compilation/7-01 the WORLD.mp3,NIGHTMARE,,
Resonance,Anime Music Compilation,T.M Revolution,Various Artist,J-Pop,2008,2016-01-01 18:31:35,,14,iTunes Media/Music/Compilations/Anime Music Compilation/7-02 Resonance.mp3,T.M Revolution,,
This Game,Anime Music Compilation,Misao Yuki,Various Artist,J-Pop,2014,2016-01-01 18:31:35,?,23,iTunes Media/Music/Compilations/Anime Music Compilation/7-03 This Game.mp3,Misao Yuki,,
Professeur Layton V.S L,Epic Pixel Battle,123Lunatic & Shindehai,VoxMakers,Rap Français,2014,2016-01-01 18:31:35,-,11,iTunes Media/Music/Compilations/Epic Pixel Battle/01 Professeur Layton V.S L.mp3,"123Lunatic, Shindehai",,
Bowser V.S Ganondorf,Epic Pixel Battle,123Lunatic & Shindehai,VoxMakers,Rap Français,2014,2016-01-01 18:31:35,-,13,iTunes Media/Music/Compilations/Epic Pixel Battle/02 Bowser V.S Ganondorf.mp3,"123Lunatic, Shindehai",,
Megaman V.S Samus Aran,Epic Pixel Battle,"123Lunatic, Shindehai & Sasha",VoxMakers,Rap Français,2014,2016-01-01 18:31:35,-,21,iTunes Media/Music/Compilations/Epic Pixel Battle/03 Megaman V.S Samus Aran.mp3,"123Lunatic, Sasha, Shindehai, STARRYSKY",,
Rayman V.S Crash Bandicoot,Epic Pixel Battle,123Lunatic & Shindehai,VoxMakers,Rap Français,2015,2016-01-01 18:31:35,-,22,iTunes Media/Music/Compilations/Epic Pixel Battle/04 Rayman V.S Crash Bandicoot.mp3,"123Lunatic, Shindehai",,
BREAKTHROUGH,UTAO UTAO,Coming Century,Coming Century,J-Pop,2005,2016-01-01 18:31:35,,28,iTunes Media/Music/Coming Century/UTAO UTAO/BREAKTHROUGH.mp3,Coming Century,,
INNOCENCE,Very Best II,20th Century,20th Century,J-Pop,2005,2016-01-01 18:31:35,,22,iTunes Media/Music/20th Century/Very Best II/INNOCENCE.mp3,20th Century,,
Dang Dang,Samurai Blue,ZZ,ZZ,J-Rock,2007,2016-01-01 18:31:35,,21,iTunes Media/Music/ZZ/Samurai Blue/Dang Dang.mp3,ZZ,,
BLAZE LINE,BLAZE LINE / a day dreaming...,BACK-ON,BACK-ON,J-Rock,2008,2016-01-01 18:31:35,,31,iTunes Media/Music/BACK-ON/BLAZE LINE _ a day dreaming.._/01 BLAZE LINE.mp3,BACK-ON,,
Honoo No Runningback,Eyeshield 21 - Complete Best Album,SHORT LEG SUMMER,Various Artist,J-Rock,2008,2016-01-01 18:31:36,,24,iTunes Media/Music/Compilations/Eyeshield 21 - Complete Best Album/01 Honoo No Runningback.mp3,SHORT LEG SUMMER,,
